sent_id,de,en,ru,level,source,audio,tatoeba_audio_license
t1449192,Ich freue mich sehr für dich.,I'm very happy for you.,Я очень рад за тебя.,A1,tatoeba:1449192,sent_t1449192.mp3,
t2835928,Ich freue mich sehr für Tom.,I'm very happy for Tom.,Я очень рад за Фому.,A1,tatoeba:2835928,sent_t2835928.mp3,
t229,"Nein, er ist nicht mein neuer Freund.","No, he's not my new boyfriend.","Нет, это не мой новый бойфренд.",A1,tatoeba:229,sent_t229.mp3,
t451250,Ich habe deine Freundin getroffen.,I met your girlfriend.,Я встретил твою девушку.,A1,tatoeba:451250,sent_t451250.mp3,CC BY-NC 4.0
t6927323,Hat Tom wirklich eine Freundin?,Does Tom really have a girlfriend?,У Тома правда есть девушка?,A1,tatoeba:6927323,sent_t6927323.mp3,CC BY 4.0
t1905201,Ich bin nicht mehr dieselbe wie früher.,I'm not what I used to be.,"Я уже не та, что прежде.",A1,tatoeba:1905201,sent_t1905201.mp3,
t851286,Das Frühjahr ist vorbei und der Sommer fängt an.,"Spring is over, and summer is beginning.","Весна прошла, и настаёт лето.",A1,tatoeba:851286,sent_t851286.mp3,
t11735043,Das Frühjahr ist grün.,Springtime is green.,Весна зелёная.,A1,tatoeba:11735043,sent_t11735043.mp3,
t452593,Der Winter ist vorbei. Der Frühling ist da.,Winter has gone. Spring has come.,Зима прошла. Пришла весна.,A1,tatoeba:452593,sent_t452593.mp3,
x1-fruehling-n,Im Frühling scheint oft die Sonne.,The sun often shines in spring.,Весной часто светит солнце.,A1,llm-extra,sent_x1-fruehling-n.mp3,
t602733,Ich jogge jeden Morgen vor dem Frühstück.,I run before breakfast every morning.,Я бегаю перед завтраком каждое утро.,A1,tatoeba:602733,sent_t602733.mp3,
t470147,Frühstückst du zu Hause?,Do you have breakfast at home?,Ты дома завтракаешь?,A1,tatoeba:470147,sent_t470147.mp3,CC BY-NC 4.0
t3776435,Ich frühstücke jeden Tag.,I eat breakfast every day.,Я завтракаю каждый день.,A1,tatoeba:3776435,sent_t3776435.mp3,
t8240343,Ich kann zu Fuß nach Hause gehen.,I can walk home.,Я могу пойти домой пешком.,A1,tatoeba:8240343,sent_t8240343.mp3,CC BY-NC 4.0
t754159,Ich mag Fußball am liebsten.,I like soccer best.,Больше всего мне нравится футбол.,A1,tatoeba:754159,sent_t754159.mp3,
t793511,Lasst uns Fußball spielen.,Let's play soccer.,Давайте поиграем в футбол.,A1,tatoeba:793511,sent_t793511.mp3,
t3742390,Jemand muss die Führung übernehmen.,Someone must lead.,Кто-то должен взять на себя руководство.,A1,tatoeba:3742390,sent_t3742390.mp3,
x1-fuehrung-n,Die Führung beginnt um zehn Uhr.,The tour begins at ten o'clock.,Экскурсия начинается в десять часов.,A1,llm-extra,sent_x1-fuehrung-n.mp3,
t2463197,Drei mal fünf ist fünfzehn.,3 times 5 is 15.,Трижды пять будет пятнадцать.,A1,tatoeba:2463197,sent_t2463197.mp3,CC BY-NC 4.0
x1-fuenfzehn-o,Der Kurs beginnt um fünfzehn Uhr.,The course starts at fifteen hundred hours.,Курс начинается в пятнадцать часов.,A1,llm-extra,sent_x1-fuenfzehn-o.mp3,
t769150,Ein Maultier kann über fünfzig Jahre alt werden.,A mule can live to be over fifty years old.,Мул может жить более пятидесяти лет.,A1,tatoeba:769150,sent_t769150.mp3,
t835969,In den Vereinigten Staaten gibt es fünfzig Staaten.,There are fifty states in the United States.,В Соединённых Штатах Америки пятьдесят штатов.,A1,tatoeba:835969,sent_t835969.mp3,
t1133155,"Wir haben etwas Spezielles für Sie, mein Herr.","We have something special for you, sir.","У нас есть кое-то для вас особенное, господин.",A1,tatoeba:1133155,sent_t1133155.mp3,CC BY-NC 4.0
x1-fuer-p,Das Geschenk ist für meine Mutter.,The gift is for my mother.,Подарок для моей мамы.,A1,llm-extra,sent_x1-fuer-p.mp3,
t633433,Ich sehe deine Katze im Garten.,I see your cat in the garden.,Я вижу твоего кота в саду.,A1,tatoeba:633433,sent_t633433.mp3,
t6092,Ihr Garten ist ein Kunstwerk.,Her garden is a work of art.,Её сад - это произведение искусства.,A1,tatoeba:6092,sent_t6092.mp3,
t743034,Was soll ich morgen für die Gäste kochen?,What shall I cook for the guests tomorrow?,Что мне приготовить завтра для гостей?,A1,tatoeba:743034,sent_t743034.mp3,
x1-gast-n,Der Gast trinkt einen Kaffee.,The guest is drinking a coffee.,Гость пьёт кофе.,A1,llm-extra,sent_x1-gast-n.mp3,
x1-geboren-o,Mein Vater ist in Russland geboren.,My father was born in Russia.,Мой отец родился в России.,A1,llm-extra,sent_x1-geboren-o.mp3,
x2-geboren-o,Er ist in einer kleinen Stadt geboren.,He was born in a small town.,Он родился в маленьком городе.,A1,llm-extra,sent_x2-geboren-o.mp3,
x1-geburtsjahr-n,Mein Geburtsjahr steht auf meinem Pass.,My year of birth is on my passport.,Мой год рождения указан в паспорте.,A1,llm-extra,sent_x1-geburtsjahr-n.mp3,
x2-geburtsjahr-n,Das Geburtsjahr steht auf dem Formular.,The year of birth is on the form.,Год рождения указан в анкете.,A1,llm-extra,sent_x2-geburtsjahr-n.mp3,
t342514,Ich kenne meinen genauen Geburtsort nicht.,I don't know the exact place I was born.,Мне не известно точное место моего рождения.,A1,tatoeba:342514,sent_t342514.mp3,
x1-geburtsort-n,Mein Geburtsort liegt in einer kleinen Stadt.,My birthplace is in a small town.,Место моего рождения находится в маленьком городе.,A1,llm-extra,sent_x1-geburtsort-n.mp3,
x1-geburtstag-n,Wir feiern meinen Geburtstag mit der Familie.,We celebrate my birthday with the family.,Мы празднуем мой день рождения с семьёй.,A1,llm-extra,sent_x1-geburtstag-n.mp3,
x1-gefallen-v,Die neue Tasche gefällt mir wirklich sehr.,I really like the new bag.,Мне действительно очень нравится новая сумка.,A1,llm-extra,sent_x1-gefallen-v.mp3,
x2-gefallen-v,Gefällt dir dieses neue Lied auch?,Do you like this new song too?,Тебе тоже нравится эта новая песня?,A1,llm-extra,sent_x2-gefallen-v.mp3,
t2176585,Keiner von uns ist gegen seine Idee.,None of us are against his idea.,Никто из нас не против его идеи.,A1,tatoeba:2176585,sent_t2176585.mp3,CC BY-NC 4.0
x1-gegen-p,Wir treffen uns gegen sieben Uhr am Bahnhof.,We will meet at the station around seven.,Мы встретимся на вокзале около семи часов.,A1,llm-extra,sent_x1-gegen-p.mp3,
x1-gehen-v,Wir gehen heute zusammen in den Park.,We are going to the park together today.,Сегодня мы вместе идём в парк.,A1,llm-extra,sent_x1-gehen-v.mp3,
t341493,Ich gehöre zum Tennisclub.,I'm in the tennis club.,Я состою в теннисном клубе.,A1,tatoeba:341493,sent_t341493.mp3,
t768989,Mir gehören diese Schuhe.,These shoes belong to me.,Это мои туфли.,A1,tatoeba:768989,sent_t768989.mp3,
t8320668,Die Ampel ist gelb.,The traffic lights are amber.,Светофор жёлтый.,A1,tatoeba:8320668,sent_t8320668.mp3,CC BY 4.0
t752073,Mit dem Geld konnte er ein neues Auto kaufen.,With the money he was able to buy a new car.,На эти деньги он смог купить новую машину.,A1,tatoeba:752073,sent_t752073.mp3,CC BY-NC 4.0
t2282868,Geld ist nicht das Wichtigste im Leben.,Money is not everything.,Деньги - это не главное в жизни.,A1,tatoeba:2282868,sent_t2282868.mp3,
t625799,Du solltest Gemüse essen.,You should eat vegetables.,Тебе надо есть овощи.,A1,tatoeba:625799,sent_t625799.mp3,CC BY-NC 4.0
t359625,Lassen Sie mich Ihnen mit dem Gepäck helfen.,Let me help you with your baggage.,Позвольте мне помочь Вам с багажом.,A1,tatoeba:359625,sent_t359625.mp3,
t346973,Mir fällt sein Name gerade nicht ein.,I can't think of his name just now.,Я не могу сейчас припомнить его имени.,A1,tatoeba:346973,sent_t346973.mp3,
x1-gerade-a,Ich bin gerade zu Hause.,I am at home right now.,Я сейчас дома.,A1,llm-extra,sent_x1-gerade-a.mp3,
t900104,"Erst geradeaus, dann nach rechts, und dann?","So, straight on, then right, and then?","Сначала прямо, потом направо, а потом?",A1,tatoeba:900104,sent_t900104.mp3,
t444671,Gehen Sie immer geradeaus!,Go straight on.,Идите всё время прямо!,A1,tatoeba:444671,sent_t444671.mp3,
t2718426,Er fischt für sein Leben gern.,He loves fishing.,Он рыбачит за милую ду́шу.,A1,tatoeba:2718426,sent_t2718426.mp3,CC BY-NC 4.0
x1-gern-a,Ich esse morgens gern frisches Brot.,I like eating fresh bread in the morning.,Я люблю есть утром свежий хлеб.,A1,llm-extra,sent_x1-gern-a.mp3,
x1-gerne-a,Wir hören gerne Musik am Abend.,We like listening to music in the evening.,Мы любим слушать музыку по вечерам.,A1,llm-extra,sent_x1-gerne-a.mp3,
t8059187,Dieses Geschenk ist von Tom.,This gift is from Tom.,Этот подарок от Тома.,A1,tatoeba:8059187,sent_t8059187.mp3,
x1-geschenk-n,Das Geschenk liegt auf dem Tisch.,The gift is on the table.,Подарок лежит на столе.,A1,llm-extra,sent_x1-geschenk-n.mp3,
t1144107,Alle Türen des Hauses sind geschlossen.,Every door in the house is locked.,Все двери в доме заперты.,A1,tatoeba:1144107,sent_t1144107.mp3,CC BY 4.0
t2036929,Das Augenlid ist geschlossen.,The lid is closed.,Веко закрыто.,A1,tatoeba:2036929,sent_t2036929.mp3,
t356571,Ich habe acht Geschwister.,I have eight brothers and sisters.,У меня восемь братьев и сестёр.,A1,tatoeba:356571,sent_t356571.mp3,CC BY-NC 4.0
t1013922,Das sind meine Geschwister.,They are my siblings.,Это мои братья и сёстры.,A1,tatoeba:1013922,sent_t1013922.mp3,CC BY-NC 4.0
t3613671,Es ist ein gutes Geschäft.,It's a good deal.,Это хороший магазин.,A1,tatoeba:3613671,sent_t3613671.mp3,
x1-geschaeft-n,Das Geschäft ist heute bis acht Uhr geöffnet.,The shop is open until eight today.,Магазин сегодня открыт до восьми часов.,A1,llm-extra,sent_x1-geschaeft-n.mp3,
t2177210,"Mike, ein Gespräch für dich. Es ist Jane.","Telephone for you, Mike. It's Jane.","Майк, тебя к телефону. Это Джейн.",A1,tatoeba:2177210,sent_t2177210.mp3,
x1-gespraech-n,Das Gespräch beginnt um neun Uhr.,The conversation starts at nine o'clock.,Разговор начинается в девять часов.,A1,llm-extra,sent_x1-gespraech-n.mp3,
x1-gestern-a,Gestern ist der kleine Laden geschlossen.,Yesterday the small shop was closed.,Вчера маленький магазин был закрыт.,A1,llm-extra,sent_x1-gestern-a.mp3,
x2-gestern-a,Gestern regnet es den ganzen Tag.,Yesterday it rained all day.,Вчера весь день шёл дождь.,A1,llm-extra,sent_x2-gestern-a.mp3,
t3242129,Was ist dein liebstes nichtalkoholisches Getränk?,What's your favorite non-alcoholic beverage?,Какой у тебя любимый безалкогольный напиток?,A1,tatoeba:3242129,sent_t3242129.mp3,
t8668669,Es ist ein sehr gesundes Getränk.,It's a very healthy beverage.,Это очень полезный для здоровья напиток.,A1,tatoeba:8668669,sent_t8668669.mp3,
t959970,"Ist diese Leiter stark genug, um mein Gewicht auszuhalten?",Is this ladder strong enough to bear my weight?,"Эта лестница достаточно прочная, чтоб выдержать мой вес?",A1,tatoeba:959970,sent_t959970.mp3,
x1-gewicht-n,Das Gewicht von diesem Paket ist zwei Kilogramm.,The weight of this package is two kilograms.,Вес этой посылки — два килограмма.,A1,llm-extra,sent_x1-gewicht-n.mp3,
x1-gewinnen-v,Wir gewinnen dieses Spiel heute.,We are winning this game today.,Сегодня мы выигрываем эту игру.,A1,llm-extra,sent_x1-gewinnen-v.mp3,
x2-gewinnen-v,"Glaubst du, dass deine Mannschaft gewinnt?",Do you think your team will win?,"Ты думаешь, что твоя команда победит?",A1,llm-extra,sent_x2-gewinnen-v.mp3,
x1-glas-n,Sie trinkt jeden Abend ein Glas kalte Milch.,She drinks a glass of cold milk every evening.,Каждый вечер она выпивает стакан холодного молока.,A1,llm-extra,sent_x1-glas-n.mp3,
x1-glauben-v,Glaubst du wirklich an Geister?,Do you really believe in ghosts?,Ты действительно веришь в призраков?,A1,llm-extra,sent_x1-glauben-v.mp3,
x2-glauben-v,Ich glaube an deine gute Idee.,I believe in your good idea.,Я верю в твою хорошую идею.,A1,llm-extra,sent_x2-glauben-v.mp3,
t1547468,Für mich sehen sie alle gleich aus.,They look alike to me.,Мне они все кажутся одинаковыми.,A1,tatoeba:1547468,sent_t1547468.mp3,
x1-gleich-a,Wir haben genau die gleiche Jacke.,We have exactly the same jacket.,У нас совершенно одинаковые куртки.,A1,llm-extra,sent_x1-gleich-a.mp3,
x1-gleich-a-2,Ich komme gleich nach dem Unterricht.,I will come right after class.,Я приду сразу после занятий.,A1,llm-extra,sent_x1-gleich-a-2.mp3,
x2-gleich-a-2,"Warte bitte, ich bin gleich wieder da.","Please wait, I will be right back.","Подожди, пожалуйста, я сейчас вернусь.",A1,llm-extra,sent_x2-gleich-a-2.mp3,
