word_id,lemma,display,pos,gender,plural,verb_forms,level,topic,en,ru,freq_rank,source,audio,status
winken-v,winken,winken,verb,,,,B1,beziehungen,"wave, wave goodbye","махать, помахать",,dwds,word_winken-v.mp3,enriched
wirken-v,wirken,wirken,verb,,,,B1,gesundheit,"seem, have an effect","казаться, действовать",,dwds,word_wirken-v.mp3,enriched
wirklichkeit-n,Wirklichkeit,die Wirklichkeit,noun,fem.,Wirklichkeiten,,B1,gesellschaft,"reality, actually","реальность, действительность",,dwds,word_wirklichkeit-n.mp3,enriched
wirkung-n,Wirkung,die Wirkung,noun,fem.,Wirkungen,,B1,gesundheit,"effect, impact","эффект, воздействие",,dwds,word_wirkung-n.mp3,enriched
wirt-n,Wirt,der Wirt,noun,mask.,Wirte,,B1,reisen-verkehr,"innkeeper, host","трактирщик, хозяин",,dwds,word_wirt-n.mp3,enriched
wirtin-n,Wirtin,die Wirtin,noun,fem.,Wirtinnen,,B1,reisen-verkehr,"female innkeeper, hostess","хозяйка гостиницы, трактирщица",,dwds,word_wirtin-n.mp3,enriched
wirtschaft-n,Wirtschaft,die Wirtschaft,noun,fem.,Wirtschaften,,B1,gesellschaft,"economy, business","экономика, хозяйство",,dwds,word_wirtschaft-n.mp3,enriched
wissen-n,Wissen,das Wissen,noun,neutr.,(Sg.),,B1,bildung,"knowledge, learning","знания, осведомлённость",,dwds,word_wissen-n.mp3,enriched
wissenschaftler-n,Wissenschaftler,der Wissenschaftler,noun,mask.,Wissenschaftler,,B1,bildung,"scientist, researcher","учёный, исследователь",,dwds,word_wissenschaftler-n.mp3,enriched
wissenschaftlerin-n,Wissenschaftlerin,die Wissenschaftlerin,noun,fem.,Wissenschaftlerinnen,,B1,bildung,scientist,учёная,,dwds,word_wissenschaftlerin-n.mp3,qa_flagged
wohl-a,wohl,wohl,adv,,,,B1,grundwortschatz,"probably, presumably","вероятно, пожалуй",,dwds,word_wohl-a.mp3,enriched
wohnort-n,Wohnort,der Wohnort,noun,mask.,Wohnorte,,B1,wohnen,place of residence,место жительства,,dwds,word_wohnort-n.mp3,enriched
wohnsitz-n,Wohnsitz,der Wohnsitz,noun,mask.,Wohnsitze,,B1,wohnen,"residence, abode","место жительства, резиденция",,dwds,word_wohnsitz-n.mp3,enriched
wolle-n,Wolle,die Wolle,noun,fem.,(Sg.),,B1,einkaufen-konsum,wool,шерсть,,dwds,word_wolle-n.mp3,enriched
worum-o,worum,worum,pron,,,,B1,grundwortschatz,"what about, about which","о чём, о котором",,dwds,word_worum-o.mp3,qa_flagged
worueber-o,worüber,worüber,pron,,,,B1,grundwortschatz,"what about, about which","о чём, о котором",,dwds,word_worueber-o.mp3,enriched
wunde-n,Wunde,die Wunde,noun,fem.,Wunden,,B1,gesundheit,wound,рана,,dwds,word_wunde-n.mp3,enriched
wunder-n,Wunder,das Wunder,noun,neutr.,Wunder,,B1,kultur,"miracle, wonder",чудо,,dwds,word_wunder-n.mp3,enriched
wundern-v,wundern,wundern,verb,,,,B1,grundwortschatz,"wonder, be surprised","удивляться, поражаться",,dwds,word_wundern-v.mp3,enriched
wunderschoen-a,wunderschön,wunderschön,adj,,,,B1,freizeit-hobby,"beautiful, wonderful","прекрасный, великолепный",,dwds,word_wunderschoen-a.mp3,enriched
waehrend-o,während,während,prep,,,,B1,grundwortschatz,"during, while","во время, пока",,dwds,word_waehrend-o.mp3,enriched
waerme-n,Wärme,die Wärme,noun,fem.,(Sg.),,B1,umwelt,"warmth, heat","тепло, жара",,dwds,word_waerme-n.mp3,enriched
woerterbuch-n,Wörterbuch,das Wörterbuch,noun,neutr.,Wörterbücher,,B1,bildung,dictionary,словарь,,dwds,word_woerterbuch-n.mp3,enriched
wuetend-o,wütend,wütend,adj,,,,B1,beziehungen,"angry, furious","злой, разъярённый",,dwds,word_wuetend-o.mp3,qa_flagged
zahlreich-a,zahlreich,zahlreich,adj,,,,B1,reisen-verkehr,"numerous, many","многочисленный, многочисленный",,dwds,word_zahlreich-a.mp3,enriched
zahlung-n,Zahlung,die Zahlung,noun,fem.,Zahlungen,,B1,einkaufen-konsum,"payment, payment installment","платёж, оплата",,dwds,word_zahlung-n.mp3,enriched
zahnbuerste-n,Zahnbürste,die Zahnbürste,noun,fem.,Zahnbürsten,,B1,gesundheit,toothbrush,зубная щётка,,dwds,word_zahnbuerste-n.mp3,enriched
zahncreme-n,Zahncreme,die Zahncreme,noun,fem.,Zahncremes,,B1,gesundheit,toothpaste,зубная паста,,dwds,word_zahncreme-n.mp3,enriched
zahncreme-n-2,Zahncrème,die Zahncrème,noun,fem.,Zahncrèmes,,B1,gesundheit,toothpaste,зубная паста,,dwds,word_zahncreme-n-2.mp3,enriched
zahnpasta-n,Zahnpasta,die Zahnpasta,noun,fem.,Zahnpasten,,B1,gesundheit,toothpaste,зубная паста,,dwds,word_zahnpasta-n.mp3,enriched
zange-n,Zange,die Zange,noun,fem.,Zangen,,B1,technik,"pliers, tongs","плоскогубцы, клещи",,dwds,word_zange-n.mp3,enriched
zeichen-n,Zeichen,das Zeichen,noun,neutr.,Zeichen,,B1,grundwortschatz,"sign, symbol","знак, символ",,dwds,word_zeichen-n.mp3,enriched
zeichnung-n,Zeichnung,die Zeichnung,noun,fem.,Zeichnungen,,B1,kultur,"drawing, illustration","рисунок, чертёж",,dwds,word_zeichnung-n.mp3,enriched
zeile-n,Zeile,die Zeile,noun,fem.,Zeilen,,B1,medien-internet,"line, row","строка, ряд",,dwds,word_zeile-n.mp3,enriched
zeitpunkt-n,Zeitpunkt,der Zeitpunkt,noun,mask.,Zeitpunkte,,B1,grundwortschatz,"moment, point in time","момент, определённый момент",,dwds,word_zeitpunkt-n.mp3,enriched
zelten-v,zelten,zelten,verb,,,,B1,freizeit-hobby,"camp, go camping","жить в палатке, ходить в поход",,dwds,word_zelten-v.mp3,enriched
zentral-a,zentral,zentral,adj,,,,B1,wohnen,"central, centrally located","центральный, расположенный в центре",,dwds,word_zentral-a.mp3,enriched
zerstoeren-v,zerstören,zerstören,verb,,,,B1,gesellschaft,"destroy, ruin","разрушать, уничтожать",,dwds,word_zerstoeren-v.mp3,enriched
zertifikat-n,Zertifikat,das Zertifikat,noun,neutr.,Zertifikate,,B1,bildung,certificate,сертификат,,dwds,word_zertifikat-n.mp3,enriched
zeug-n,Zeug,das Zeug,noun,neutr.,(Sg.),,B1,einkaufen-konsum,"stuff, things","вещи, ерунда",,dwds,word_zeug-n.mp3,enriched
zeuge-n,Zeuge,der Zeuge,noun,mask.,Zeugen,,B1,gesellschaft,witness,свидетель,,dwds,word_zeuge-n.mp3,enriched
zeugin-n,Zeugin,die Zeugin,noun,fem.,Zeuginnen,,B1,gesellschaft,female witness,свидетельница,,dwds,word_zeugin-n.mp3,enriched
ziemlich-a,ziemlich,ziemlich,adj,,,,B1,grundwortschatz,"quite, fairly","довольно, достаточно",,dwds,word_ziemlich-a.mp3,enriched
zins-n,Zins,der Zins,noun,mask.,Zinsen,,B1,einkaufen-konsum,"interest, interest rate","процент, процентная ставка",,dwds,word_zins-n.mp3,enriched
zivilstand-n,Zivilstand,der Zivilstand,noun,mask.,Zivilstände,,B1,gesellschaft,marital status,семейное положение,,dwds,word_zivilstand-n.mp3,enriched
znueni-n,Znüni,das Znüni,noun,neutr.,Znünis,,B1,einkaufen-konsum,mid-morning snack,"второй завтрак, лёгкая закуска",,dwds,word_znueni-n.mp3,enriched
zone-n,Zone,die Zone,noun,fem.,Zonen,,B1,reisen-verkehr,"zone, area","зона, район",,dwds,word_zone-n.mp3,enriched
zubereiten-v,zubereiten,zubereiten,verb,,,,B1,einkaufen-konsum,"prepare, cook","готовить, приготавливать",,dwds,word_zubereiten-v.mp3,enriched
zufall-n,Zufall,der Zufall,noun,mask.,Zufälle,,B1,grundwortschatz,"chance, coincidence","случайность, совпадение",,dwds,word_zufall-n.mp3,enriched
zufaellig-a,zufällig,zufällig,adj,,,,B1,grundwortschatz,"accidental, by chance","случайный, случайно",,dwds,word_zufaellig-a.mp3,enriched
zugang-n,Zugang,der Zugang,noun,mask.,Zugänge,,B1,medien-internet,"access, admission","доступ, вход",,dwds,word_zugang-n.mp3,enriched
zugehen-v,zugehen,zugehen,verb,,,"geht zu, ging zu, ist zugegangen",B1,grundwortschatz,"happen, close","происходить, закрываться",,dwds,word_zugehen-v.mp3,qa_flagged
zugaenglich-a,zugänglich,zugänglich,adj,,,,B1,medien-internet,"accessible, open to","доступный, открытый",,dwds,word_zugaenglich-a.mp3,enriched
zuhause-n,Zuhause,das Zuhause,noun,neutr.,(Sg.),,B1,wohnen,"home, house","дом, родной дом",,dwds,word_zuhause-n.mp3,enriched
zuhoerer-n,Zuhörer,der Zuhörer,noun,mask.,Zuhörer,,B1,medien-internet,"listener, hearer",слушатель,,dwds,word_zuhoerer-n.mp3,qa_flagged
zuhoererin-n,Zuhörerin,die Zuhörerin,noun,fem.,Zuhörerinnen,,B1,medien-internet,female listener,слушательница,,dwds,word_zuhoererin-n.mp3,enriched
zukunft-n,Zukunft,die Zukunft,noun,fem.,Zukünfte,,B1,gesellschaft,future,будущее,,dwds,word_zukunft-n.mp3,enriched
zukuenftig-a,zukünftig,zukünftig,adj,,,,B1,gesellschaft,"future, forthcoming","будущий, предстоящий",,dwds,word_zukuenftig-a.mp3,enriched
zumindest-a,zumindest,zumindest,adv,,,,B1,grundwortschatz,at least,по крайней мере,,dwds,word_zumindest-a.mp3,enriched
zunehmen-v,zunehmen,zunehmen,verb,,,"nimmt zu, nahm zu, hat zugenommen",B1,gesundheit,"gain weight, increase","поправляться, увеличиваться",,dwds,word_zunehmen-v.mp3,qa_flagged
zunaechst-o,zunächst,zunächst,adv,,,,B1,grundwortschatz,"at first, initially","сначала, поначалу",,dwds,word_zunaechst-o.mp3,enriched
zurechtkommen-v,zurechtkommen,zurechtkommen,verb,,,"kommt zurecht, kam zurecht, ist zurechtgekommen",B1,arbeit-beruf,"cope, get along","справляться, ладить",,dwds,word_zurechtkommen-v.mp3,enriched
zusagen-v,zusagen,zusagen,verb,,,,B1,arbeit-beruf,"accept, appeal to","соглашаться, нравиться",,dwds,word_zusagen-v.mp3,enriched
zusammen-o,zusammen-,zusammen-,other,,,,B1,grundwortschatz,"together, combined","вместе, соединённый",,dwds,word_zusammen-o.mp3,enriched
zusammenarbeit-n,Zusammenarbeit,die Zusammenarbeit,noun,fem.,Zusammenarbeiten,,B1,arbeit-beruf,"cooperation, collaboration","сотрудничество, совместная работа",,dwds,word_zusammenarbeit-n.mp3,enriched
zusammenfassen-v,zusammenfassen,zusammenfassen,verb,,,,B1,bildung,"summarize, sum up","обобщать, резюмировать",,dwds,word_zusammenfassen-v.mp3,enriched
zusammenhang-n,Zusammenhang,der Zusammenhang,noun,mask.,Zusammenhänge,,B1,grundwortschatz,"connection, context","связь, контекст",,dwds,word_zusammenhang-n.mp3,enriched
zuschauen-v,zuschauen,zuschauen,verb,,,,B1,freizeit-hobby,"watch, observe","смотреть, наблюдать",,dwds,word_zuschauen-v.mp3,enriched
zuschauer-n,Zuschauer,der Zuschauer,noun,mask.,Zuschauer,,B1,kultur,"spectator, viewer",зритель,,dwds,word_zuschauer-n.mp3,enriched
zuschauerin-n,Zuschauerin,die Zuschauerin,noun,fem.,Zuschauerinnen,,B1,kultur,"female spectator, viewer",зрительница,,dwds,word_zuschauerin-n.mp3,enriched
zuschlag-n,Zuschlag,der Zuschlag,noun,mask.,Zuschläge,,B1,einkaufen-konsum,"surcharge, extra charge","доплата, надбавка",,dwds,word_zuschlag-n.mp3,qa_flagged
zustand-n,Zustand,der Zustand,noun,mask.,Zustände,,B1,gesundheit,"condition, state",состояние,,dwds,word_zustand-n.mp3,enriched
zustimmen-v,zustimmen,zustimmen,verb,,,"stimmt zu, stimmte zu, hat zugestimmt",B1,gesellschaft,"agree, consent","соглашаться, одобрять",,dwds,word_zustimmen-v.mp3,enriched
zustimmung-n,Zustimmung,die Zustimmung,noun,fem.,Zustimmungen,,B1,gesellschaft,"consent, approval","согласие, одобрение",,dwds,word_zustimmung-n.mp3,enriched
zustaendig-a,zuständig,zuständig,adj,,,,B1,arbeit-beruf,"responsible, in charge","ответственный, компетентный",,dwds,word_zustaendig-a.mp3,enriched
zusaetzlich-a,zusätzlich,zusätzlich,adj,,,,B1,grundwortschatz,"additional, extra","дополнительный, добавочный",,dwds,word_zusaetzlich-a.mp3,enriched
zutat-n,Zutat,die Zutat,noun,fem.,Zutaten,,B1,einkaufen-konsum,ingredient,ингредиент,,dwds,word_zutat-n.mp3,enriched
zuverlaessig-a,zuverlässig,zuverlässig,adj,,,,B1,beziehungen,"reliable, trustworthy","надёжный, заслуживающий доверия",,dwds,word_zuverlaessig-a.mp3,enriched
zvieri-n,Zvieri,das Zvieri,noun,neutr.,Zvieri,,B1,einkaufen-konsum,afternoon snack,полдник,,dwds,word_zvieri-n.mp3,enriched
zwar-c,zwar,zwar,conj,,,,B1,grundwortschatz,"admittedly, indeed","правда, действительно",,dwds,word_zwar-c.mp3,qa_flagged
zweck-n,Zweck,der Zweck,noun,mask.,Zwecke,,B1,grundwortschatz,"purpose, use","цель, назначение",,dwds,word_zweck-n.mp3,enriched
zweifel-n,Zweifel,der Zweifel,noun,mask.,Zweifel,,B1,grundwortschatz,"doubt, uncertainty","сомнение, неуверенность",,dwds,word_zweifel-n.mp3,enriched
zweifeln-v,zweifeln,zweifeln,verb,,,,B1,grundwortschatz,"doubt, question","сомневаться, подвергать сомнению",,dwds,word_zweifeln-v.mp3,enriched
zweitsprache-n,Zweitsprache,die Zweitsprache,noun,fem.,Zweitsprachen,,B1,bildung,second language,второй язык,,dwds,word_zweitsprache-n.mp3,enriched
zwiebel-n,Zwiebel,die Zwiebel,noun,fem.,Zwiebeln,,B1,einkaufen-konsum,onion,лук,,dwds,word_zwiebel-n.mp3,enriched
zwingen-v,zwingen,zwingen,verb,,,"zwingt, zwang, hat gezwungen",B1,gesellschaft,"force, compel","заставлять, вынуждать",,dwds,word_zwingen-v.mp3,enriched
zaehlen-v,zählen,zählen,verb,,,,B1,grundwortschatz,"count, matter","считать, иметь значение",,dwds,word_zaehlen-v.mp3,enriched
zuender-n,Zünder,der Zünder,noun,mask.,Zünder,,B1,gesellschaft,detonator,взрыватель,,dwds,word_zuender-n.mp3,qa_flagged
zuendholz-n,Zündholz,das Zündholz,noun,neutr.,Zündhölzer,,B1,wohnen,match,спичка,,dwds,word_zuendholz-n.mp3,enriched
aehnlich-a,ähnlich,ähnlich,adj,,,,B1,grundwortschatz,"similar, alike","похожий, подобный",,dwds,word_aehnlich-a.mp3,enriched
aenderung-n,Änderung,die Änderung,noun,fem.,Änderungen,,B1,arbeit-beruf,"change, alteration","изменение, перемена",,dwds,word_aenderung-n.mp3,enriched
aengstlich-a,ängstlich,ängstlich,adj,,,,B1,beziehungen,"afraid, timid","боязливый, испуганный",,dwds,word_aengstlich-a.mp3,qa_flagged
aerger-n,Ärger,der Ärger,noun,mask.,(Sg.),,B1,beziehungen,"trouble, annoyance","неприятности, раздражение",,dwds,word_aerger-n.mp3,enriched
aergerlich-a,ärgerlich,ärgerlich,adj,,,,B1,beziehungen,"angry, annoying","злой, досадный",,dwds,word_aergerlich-a.mp3,qa_flagged
aerztin-n,Ärztin,die Ärztin,noun,fem.,Ärztinnen,,B1,gesundheit,female doctor,"врач, доктор",,dwds,word_aerztin-n.mp3,enriched
aeusserlich-a,äußerlich,äußerlich,adj,,,,B1,gesundheit,"external, outward","внешний, наружный",,dwds,word_aeusserlich-a.mp3,enriched
oeffentlich-a,öffentlich,öffentlich,adj,,,,B1,gesellschaft,"public, publicly accessible","общественный, публичный",,dwds,word_oeffentlich-a.mp3,enriched
oeffentlichkeit-n,Öffentlichkeit,die Öffentlichkeit,noun,fem.,(Sg.),,B1,gesellschaft,"public, general public","общественность, публика",,dwds,word_oeffentlichkeit-n.mp3,enriched
oefter-o,öfter,öfter,adv,,,,B1,grundwortschatz,more often,чаще,,dwds,word_oefter-o.mp3,enriched
oeko-o,öko-,öko-,other,,,,B1,umwelt,"eco-, organic-","эко-, экологический",,dwds,word_oeko-o.mp3,enriched
oekologisch-a,ökologisch,ökologisch,adj,,,,B1,umwelt,"ecological, environmentally friendly","экологический, экологичный",,dwds,word_oekologisch-a.mp3,enriched
ueber-o,über-,über-,other,,,,B1,grundwortschatz,"over-, super-","пере-, сверх-",,dwds,word_ueber-o.mp3,enriched
ueberfahren-v,überfahren,überfahren,verb,,,"überfährt, überfuhr, hat überfahren",B1,reisen-verkehr,"run over, drive through","сбить, проехать на",,dwds,word_ueberfahren-v.mp3,qa_flagged
ueberhaupt-a,überhaupt,überhaupt,adv,,,,B1,grundwortschatz,"at all, generally","вообще, совсем",,dwds,word_ueberhaupt-a.mp3,enriched
ueberholen-v,überholen,überholen,verb,,,,B1,reisen-verkehr,"overtake, pass","обгонять, опережать",,dwds,word_ueberholen-v.mp3,enriched
ueberlegen-v,überlegen,überlegen,verb,,,,B1,grundwortschatz,"think over, consider","обдумать, подумать",,dwds,word_ueberlegen-v.mp3,enriched
